X1,X2,X3,X4,X5,Y
4.967141530112327,-1.3826430117118464,0.17416584648848815,15.230298564080254,-2.34153374723336,152.2736434621753
-5.622875292409727,-10.128311203344238,3.142473325952739,-9.08024075521211,-14.123037013352915,144.9476303064282
-6.017066122293969,18.522781845089376,-0.1349722473793392,-10.577109289559004,8.22544912103189,188.44907577179464
-7.198442083947087,-4.606387709597875,0.17416584648848815,3.436182895684614,-17.63040155362734,107.87569211661562
-4.791742378452899,-1.8565897666381712,-11.063349740060282,-11.962066240806708,8.12525822394198,-78.72474412552336
8.219025043752238,0.8704706823817122,-2.9900735046586746,0.917607765355023,-19.875689146008927,-36.42523043471263
0.9707754934804038,9.686449905328892,-7.020530938773524,-3.2766214659776822,-3.921081531321576,-20.603859280334227
4.040508568145384,18.861859012105302,1.7457781283183895,2.575503907227644,-0.7444591576616721,-57.810638254889255
7.910319470430469,-9.09387454794739,14.027943109360992,-14.018510627922808,5.868570938002703,-85.20737143899042
15.499344050175395,-7.832532923362371,-3.220615162056756,8.135172173696697,-12.308643164339552,42.85582793988679
2.5049285034587654,3.464482094969757,-6.800247215784908,2.3225369716100355,2.930724732986812,42.95940436766547
4.127809269364983,8.2206015999449,18.967929826539475,-2.453881160028705,-7.537361643574895,66.92380724398298
6.256673477650062,-8.571575564162826,-10.708924980611124,4.824724152431853,-2.234627853258509,-131.41820536764894
3.853173797288368,-8.83857436201133,0.17416584648848815,0.582087184459999,-11.429702978306231,-187.5321092579069
5.70890510693167,11.35565640180599,9.540017634932024,6.51391251305798,-3.152692446403456,233.4607802309177
10.88950596967366,0.6428001909546277,-10.77744777929306,-7.153037092599682,6.795977489346758,39.02711722003375
-7.925207384327006,-1.14736441466899,5.049872789804572,8.657551941701215,-12.002964070557764,87.02579152636208
-4.8423407286625135,12.669111491866229,-7.076694656187808,4.438194281462284,7.746340534293368,-87.03262789520524
14.412732890661156,-14.358621511794391,0.17416584648848815,0.1023306101958704,-9.81508651047951,-67.77309272113318
